cand_name id desc_x Output
c297 297 0.97 NA
c298 298 0.98 NA
c299 299 0.99 NA
c300 300 1.0 NA
c301 301 1.01 NA
c302 302 1.02 NA
c303 303 1.03 NA
c304 304 1.04 NA
c305 305 1.05 NA
c306 306 1.06 NA
c307 307 1.07 NA
c308 308 1.08 NA
c309 309 1.09 NA
c310 310 1.1 NA
c311 311 1.11 NA
c312 312 1.12 NA
c313 313 1.13 NA
c314 314 1.14 NA
c315 315 1.15 NA
c316 316 1.16 NA
c317 317 1.17 NA
c318 318 1.18 NA
c319 319 1.19 NA
c320 320 1.2 NA
c321 321 1.21 NA
c322 322 1.22 NA
c323 323 1.23 NA
c324 324 1.24 NA
c325 325 1.25 NA
c326 326 1.26 NA
c327 327 1.27 NA
c328 328 1.28 NA
c329 329 1.29 NA
c330 330 1.3 NA
c331 331 1.31 NA
c332 332 1.32 NA
c333 333 1.33 NA
c334 334 1.34 NA
c335 335 1.35 NA
c336 336 1.36 NA
c337 337 1.37 NA
c338 338 1.38 NA
c339 339 1.39 NA
c340 340 1.4 NA
c341 341 1.41 NA
c342 342 1.42 NA
c343 343 1.43 NA
c344 344 1.44 NA
c345 345 1.45 NA
c346 346 1.46 NA
c347 347 1.47 NA
c348 348 1.48 NA
c349 349 1.49 NA
c350 350 1.5 NA
c351 351 1.51 NA
c352 352 1.52 NA
c353 353 1.53 NA
c354 354 1.54 NA
c355 355 1.55 NA
c356 356 1.56 NA
c357 357 1.57 NA
c358 358 1.58 NA
c359 359 1.59 NA
c360 360 1.6 NA
c361 361 1.61 NA
c362 362 1.62 NA
c363 363 1.63 NA
c364 364 1.64 NA
c365 365 1.65 NA
c366 366 1.66 NA
c367 367 1.67 NA
c368 368 1.68 NA
c369 369 1.69 NA
c370 370 1.7 NA
c371 371 1.71 NA
c372 372 1.72 NA
c373 373 1.73 NA
c374 374 1.74 NA
c375 375 1.75 NA
c376 376 1.76 NA
c377 377 1.77 NA
c378 378 1.78 NA
c379 379 1.79 NA
c380 380 1.8 NA
c381 381 1.81 NA
c382 382 1.82 NA
c383 383 1.83 NA
c384 384 1.84 NA
c385 385 1.85 NA
c386 386 1.86 NA
c387 387 1.87 NA
c388 388 1.88 NA
c389 389 1.89 NA
c390 390 1.9 NA
c391 391 1.91 NA
c392 392 1.92 NA
c393 393 1.93 NA
c394 394 1.94 NA
c395 395 1.95 NA
c396 396 1.96 NA
c397 397 1.97 NA
c398 398 1.98 NA
c399 399 1.99 NA
c400 400 2.0 NA
c401 401 2.01 NA
c402 402 2.02 NA
c403 403 2.03 NA
c404 404 2.04 NA
c405 405 2.05 NA
c406 406 2.06 NA
c407 407 2.07 NA
c408 408 2.08 NA
c409 409 2.09 NA
c410 410 2.1 NA
c411 411 2.11 NA
c412 412 2.12 NA
c413 413 2.13 NA
c414 414 2.14 NA
c415 415 2.15 NA
c416 416 2.16 NA
c417 417 2.17 NA
c418 418 2.18 NA
c419 419 2.19 NA
c420 420 2.2 NA
c421 421 2.21 NA
c422 422 2.22 NA
c423 423 2.23 NA
c424 424 2.24 NA
c425 425 2.25 NA
c426 426 2.26 NA
c427 427 2.27 NA
c428 428 2.28 NA
c429 429 2.29 NA
c430 430 2.3 NA
c431 431 2.31 NA
c432 432 2.32 NA
c433 433 2.33 NA
c434 434 2.34 NA
c435 435 2.35 NA
c436 436 2.36 NA
c437 437 2.37 NA
c438 438 2.38 NA
c439 439 2.39 NA
c440 440 2.4 NA
c441 441 2.41 NA
c442 442 2.42 NA
c443 443 2.43 NA
c444 444 2.44 NA
c445 445 2.45 NA
c446 446 2.46 NA
c447 447 2.47 NA
c448 448 2.48 NA
c449 449 2.49 NA
c450 450 2.5 NA
c451 451 2.51 NA
c452 452 2.52 NA
c453 453 2.53 NA
c454 454 2.54 NA
c455 455 2.55 NA
c456 456 2.56 NA
c457 457 2.57 NA
c458 458 2.58 NA
c459 459 2.59 NA
c460 460 2.6 NA
c461 461 2.61 NA
c462 462 2.62 NA
c463 463 2.63 NA
c464 464 2.64 NA
c465 465 2.65 NA
c466 466 2.66 NA
c467 467 2.67 NA
c468 468 2.68 NA
c469 469 2.69 NA
c470 470 2.7 NA
c471 471 2.71 NA
c472 472 2.72 NA
c473 473 2.73 NA
c474 474 2.74 NA
c475 475 2.75 NA
c476 476 2.76 NA
c477 477 2.77 NA
c478 478 2.78 NA
c479 479 2.79 NA
c480 480 2.8 NA
c481 481 2.81 NA
c482 482 2.82 NA
c483 483 2.83 NA
c484 484 2.84 NA
c485 485 2.85 NA
c486 486 2.86 NA
c487 487 2.87 NA
c488 488 2.88 NA
c489 489 2.89 NA
c490 490 2.9 NA
c491 491 2.91 NA
c492 492 2.92 NA
c493 493 2.93 NA
c494 494 2.94 NA
c495 495 2.95 NA
c496 496 2.96 NA
c497 497 2.97 NA
c498 498 2.98 NA
c499 499 2.99 NA
c500 500 3.0 NA
c501 501 3.01 NA
c502 502 3.02 NA
c503 503 3.03 NA
c504 504 3.04 NA
c505 505 3.05 NA
c506 506 3.06 NA
c507 507 3.07 NA
c508 508 3.08 NA
c509 509 3.09 NA
c510 510 3.1 NA
c511 511 3.11 NA
c512 512 3.12 NA
c513 513 3.13 NA
c514 514 3.14 NA
c515 515 3.15 NA
c516 516 3.16 NA
c517 517 3.17 NA
c518 518 3.18 NA
c519 519 3.19 NA
c520 520 3.2 NA
c521 521 3.21 NA
c522 522 3.22 NA
c523 523 3.23 NA
c524 524 3.24 NA
c525 525 3.25 NA
c526 526 3.26 NA
c527 527 3.27 NA
c528 528 3.28 NA
c529 529 3.29 NA
c530 530 3.3 NA
c531 531 3.31 NA
c532 532 3.32 NA
c533 533 3.33 NA
c534 534 3.34 NA
c535 535 3.35 NA
c536 536 3.36 NA
c537 537 3.37 NA
c538 538 3.38 NA
c539 539 3.39 NA
c540 540 3.4 NA
c541 541 3.41 NA
c542 542 3.42 NA
c543 543 3.43 NA
c544 544 3.44 NA
c545 545 3.45 NA
c546 546 3.46 NA
c547 547 3.47 NA
c548 548 3.48 NA
c549 549 3.49 NA
c550 550 3.5 NA
c551 551 3.51 NA
c552 552 3.52 NA
c553 553 3.53 NA
c554 554 3.54 NA
c555 555 3.55 NA
c556 556 3.56 NA
c557 557 3.57 NA
c558 558 3.58 NA
c559 559 3.59 NA
c560 560 3.6 NA
c561 561 3.61 NA
c562 562 3.62 NA
c563 563 3.63 NA
c564 564 3.64 NA
c565 565 3.65 NA
c566 566 3.66 NA
c567 567 3.67 NA
c568 568 3.68 NA
c569 569 3.69 NA
c570 570 3.7 NA
c571 571 3.71 NA
c572 572 3.72 NA
c573 573 3.73 NA
c574 574 3.74 NA
c575 575 3.75 NA
c576 576 3.76 NA
c577 577 3.77 NA
c578 578 3.78 NA
c579 579 3.79 NA
c580 580 3.8 NA
c581 581 3.81 NA
c582 582 3.82 NA
c583 583 3.83 NA
c584 584 3.84 NA
c585 585 3.85 NA
c586 586 3.86 NA
c587 587 3.87 NA
c588 588 3.88 NA
c589 589 3.89 NA
c590 590 3.9 NA
c591 591 3.91 NA
c592 592 3.92 NA
c593 593 3.93 NA
c594 594 3.94 NA
c595 595 3.95 NA
c596 596 3.96 NA
c597 597 3.97 NA
c598 598 3.98 NA
c599 599 3.99 NA
c600 600 4.0 NA
c601 601 4.01 NA
c602 602 4.02 NA
c603 603 4.03 NA
c604 604 4.04 NA
c605 605 4.05 NA
c606 606 4.06 NA
c607 607 4.07 NA
c608 608 4.08 NA
c609 609 4.09 NA
c610 610 4.1 NA
c611 611 4.11 NA
c612 612 4.12 NA
c613 613 4.13 NA
c614 614 4.14 NA
c615 615 4.15 NA
c616 616 4.16 NA
c617 617 4.17 NA
c618 618 4.18 NA
c619 619 4.19 NA
c620 620 4.2 NA
c621 621 4.21 NA
c622 622 4.22 NA
c623 623 4.23 NA
c624 624 4.24 NA
c625 625 4.25 NA
c626 626 4.26 NA
c627 627 4.27 NA
c628 628 4.28 NA
c629 629 4.29 NA
c630 630 4.3 NA
c631 631 4.31 NA
c632 632 4.32 NA
c633 633 4.33 NA
c634 634 4.34 NA
c635 635 4.35 NA
c636 636 4.36 NA
c637 637 4.37 NA
c638 638 4.38 NA
c639 639 4.39 NA
c640 640 4.4 NA
c641 641 4.41 NA
c642 642 4.42 NA
c643 643 4.43 NA
c644 644 4.44 NA
c645 645 4.45 NA
c646 646 4.46 NA
c647 647 4.47 NA
c648 648 4.48 NA
c649 649 4.49 NA
c650 650 4.5 NA
c651 651 4.51 NA
c652 652 4.52 NA
c653 653 4.53 NA
c654 654 4.54 NA
c655 655 4.55 NA
c656 656 4.56 NA
c657 657 4.57 NA
c658 658 4.58 NA
c659 659 4.59 NA
c660 660 4.6 NA
c661 661 4.61 NA
c662 662 4.62 NA
c663 663 4.63 NA
c664 664 4.64 NA
c665 665 4.65 NA
c666 666 4.66 NA
c667 667 4.67 NA
c668 668 4.68 NA
c669 669 4.69 NA
c670 670 4.7 NA
c671 671 4.71 NA
c672 672 4.72 NA
c673 673 4.73 NA
c674 674 4.74 NA
c675 675 4.75 NA
c676 676 4.76 NA
c677 677 4.77 NA
c678 678 4.78 NA
c679 679 4.79 NA
c680 680 4.8 NA
c681 681 4.81 NA
c682 682 4.82 NA
c683 683 4.83 NA
c684 684 4.84 NA
c685 685 4.85 NA
c686 686 4.86 NA
c687 687 4.87 NA
c688 688 4.88 NA
c689 689 4.89 NA
c690 690 4.9 NA
c691 691 4.91 NA
c692 692 4.92 NA
c693 693 4.93 NA
c694 694 4.94 NA
c695 695 4.95 NA
c696 696 4.96 NA
c697 697 4.97 NA
c698 698 4.98 NA
c699 699 4.99 NA
c700 700 5.0 NA
c701 701 5.01 NA
c702 702 5.02 NA
c703 703 5.03 NA
c704 704 5.04 NA
c705 705 5.05 NA
c706 706 5.06 NA
c707 707 5.07 NA
c708 708 5.08 NA
c709 709 5.09 NA
c710 710 5.1 NA
c711 711 5.11 NA
c712 712 5.12 NA
c713 713 5.13 NA
c714 714 5.14 NA
c715 715 5.15 NA
c716 716 5.16 NA
c717 717 5.17 NA
c718 718 5.18 NA
c719 719 5.19 NA
c720 720 5.2 NA
c721 721 5.21 NA
c722 722 5.22 NA
c723 723 5.23 NA
c724 724 5.24 NA
c725 725 5.25 NA
c726 726 5.26 NA
c727 727 5.27 NA
c728 728 5.28 NA
c729 729 5.29 NA
c730 730 5.3 NA
c731 731 5.31 NA
c732 732 5.32 NA
c733 733 5.33 NA
c734 734 5.34 NA
c735 735 5.35 NA
c736 736 5.36 NA
c737 737 5.37 NA
c738 738 5.38 NA
c739 739 5.39 NA
c740 740 5.4 NA
c741 741 5.41 NA
c742 742 5.42 NA
c743 743 5.43 NA
c744 744 5.44 NA
c745 745 5.45 NA
c746 746 5.46 NA
c747 747 5.47 NA
c748 748 5.48 NA
c749 749 5.49 NA
c750 750 5.5 NA
c751 751 5.51 NA
c752 752 5.52 NA
c753 753 5.53 NA
c754 754 5.54 NA
c755 755 5.55 NA
c756 756 5.56 NA
c757 757 5.57 NA
c758 758 5.58 NA
c759 759 5.59 NA
c760 760 5.6 NA
c761 761 5.61 NA
c762 762 5.62 NA
c763 763 5.63 NA
c764 764 5.64 NA
c765 765 5.65 NA
c766 766 5.66 NA
c767 767 5.67 NA
c768 768 5.68 NA
c769 769 5.69 NA
c770 770 5.7 NA
c771 771 5.71 NA
c772 772 5.72 NA
c773 773 5.73 NA
c774 774 5.74 NA
c775 775 5.75 NA
c776 776 5.76 NA
c777 777 5.77 NA
c778 778 5.78 NA
c779 779 5.79 NA
c780 780 5.8 NA
c781 781 5.81 NA
c782 782 5.82 NA
c783 783 5.83 NA
c784 784 5.84 NA
c785 785 5.85 NA
c786 786 5.86 NA
c787 787 5.87 NA
c788 788 5.88 NA
c789 789 5.89 NA
c790 790 5.9 NA
c791 791 5.91 NA
c792 792 5.92 NA
c793 793 5.93 NA
c794 794 5.94 NA
c795 795 5.95 NA
c796 796 5.96 NA
c797 797 5.97 NA
c798 798 5.98 NA
c799 799 5.99 NA
c800 800 6.0 NA
c801 801 6.01 NA
c802 802 6.02 NA
c803 803 6.03 NA
c804 804 6.04 NA
c805 805 6.05 NA
c806 806 6.06 NA
c807 807 6.07 NA
c808 808 6.08 NA
c809 809 6.09 NA
c810 810 6.1 NA
c811 811 6.11 NA
c812 812 6.12 NA
c813 813 6.13 NA
c814 814 6.14 NA
c815 815 6.15 NA
c816 816 6.16 NA
c817 817 6.17 NA
c818 818 6.18 NA
c819 819 6.19 NA
c820 820 6.2 NA
c821 821 6.21 NA
c822 822 6.22 NA
c823 823 6.23 NA
c824 824 6.24 NA
c825 825 6.25 NA
c826 826 6.26 NA
c827 827 6.27 NA
c828 828 6.28 NA
c829 829 6.29 NA
c830 830 6.3 NA
c831 831 6.31 NA
c832 832 6.32 NA
c833 833 6.33 NA
c834 834 6.34 NA
c835 835 6.35 NA
c836 836 6.36 NA
c837 837 6.37 NA
c838 838 6.38 NA
c839 839 6.39 NA
c840 840 6.4 NA
c841 841 6.41 NA
c842 842 6.42 NA
c843 843 6.43 NA
c844 844 6.44 NA
c845 845 6.45 NA
c846 846 6.46 NA
c847 847 6.47 NA
c848 848 6.48 NA
c849 849 6.49 NA
c850 850 6.5 NA
c851 851 6.51 NA
c852 852 6.52 NA
c853 853 6.53 NA
c854 854 6.54 NA
c855 855 6.55 NA
c856 856 6.56 NA
c857 857 6.57 NA
c858 858 6.58 NA
c859 859 6.59 NA
c860 860 6.6 NA
c861 861 6.61 NA
c862 862 6.62 NA
c863 863 6.63 NA
c864 864 6.64 NA
c865 865 6.65 NA
c866 866 6.66 NA
c867 867 6.67 NA
c868 868 6.68 NA
c869 869 6.69 NA
c870 870 6.7 NA
c871 871 6.71 NA
c872 872 6.72 NA
c873 873 6.73 NA
c874 874 6.74 NA
c875 875 6.75 NA
c876 876 6.76 NA
c877 877 6.77 NA
c878 878 6.78 NA
c879 879 6.79 NA
c880 880 6.8 NA
c881 881 6.81 NA
c882 882 6.82 NA
c883 883 6.83 NA
c884 884 6.84 NA
c885 885 6.85 NA
c886 886 6.86 NA
c887 887 6.87 NA
c888 888 6.88 NA
c889 889 6.89 NA
c890 890 6.9 NA
c891 891 6.91 NA
c892 892 6.92 NA
c893 893 6.93 NA
c894 894 6.94 NA
c895 895 6.95 NA
c896 896 6.96 NA
c897 897 6.97 NA
c898 898 6.98 NA
c899 899 6.99 NA
c900 900 7.0 NA
c901 901 7.01 NA
c902 902 7.02 NA
c903 903 7.03 NA
c904 904 7.04 NA
c905 905 7.05 NA
c906 906 7.06 NA
c907 907 7.07 NA
c908 908 7.08 NA
c909 909 7.09 NA
c910 910 7.1 NA
c911 911 7.11 NA
c912 912 7.12 NA
c913 913 7.13 NA
c914 914 7.14 NA
c915 915 7.15 NA
c916 916 7.16 NA
c917 917 7.17 NA
c918 918 7.18 NA
c919 919 7.19 NA
c920 920 7.2 NA
c921 921 7.21 NA
c922 922 7.22 NA
c923 923 7.23 NA
c924 924 7.24 NA
c925 925 7.25 NA
c926 926 7.26 NA
c927 927 7.27 NA
c928 928 7.28 NA
c929 929 7.29 NA
c930 930 7.3 NA
c931 931 7.31 NA
c932 932 7.32 NA
c933 933 7.33 NA
c934 934 7.34 NA
c935 935 7.35 NA
c936 936 7.36 NA
c937 937 7.37 NA
c938 938 7.38 NA
c939 939 7.39 NA
c940 940 7.4 NA
c941 941 7.41 NA
c942 942 7.42 NA
c943 943 7.43 NA
c944 944 7.44 NA
c945 945 7.45 NA
c946 946 7.46 NA
c947 947 7.47 NA
c948 948 7.48 NA
c949 949 7.49 NA
c950 950 7.5 NA
c951 951 7.51 NA
c952 952 7.52 NA
c953 953 7.53 NA
c954 954 7.54 NA
c955 955 7.55 NA
c956 956 7.56 NA
c957 957 7.57 NA
c958 958 7.58 NA
c959 959 7.59 NA
c960 960 7.6 NA
c961 961 7.61 NA
c962 962 7.62 NA
c963 963 7.63 NA
c964 964 7.64 NA
c965 965 7.65 NA
c966 966 7.66 NA
c967 967 7.67 NA
c968 968 7.68 NA
c969 969 7.69 NA
c970 970 7.7 NA
c971 971 7.71 NA
c972 972 7.72 NA
c973 973 7.73 NA
c974 974 7.74 NA
c975 975 7.75 NA
c976 976 7.76 NA
c977 977 7.77 NA
c978 978 7.78 NA
c979 979 7.79 NA
c980 980 7.8 NA
c981 981 7.81 NA
c982 982 7.82 NA
c983 983 7.83 NA
c984 984 7.84 NA
c985 985 7.85 NA
c986 986 7.86 NA
c987 987 7.87 NA
c988 988 7.88 NA
c989 989 7.89 NA
c990 990 7.9 NA
c991 991 7.91 NA
c992 992 7.92 NA
c993 993 7.93 NA
c994 994 7.94 NA
c995 995 7.95 NA
c996 996 7.96 NA
c997 997 7.97 NA
c998 998 7.98 NA
c999 999 7.99 NA
c1000 1000 8.0 NA
c1001 1001 8.01 NA
c1002 1002 8.02 NA
c1003 1003 8.03 NA
c1004 1004 8.04 NA
c1005 1005 8.05 NA
c1006 1006 8.06 NA
c1007 1007 8.07 NA
c1008 1008 8.08 NA
c1009 1009 8.09 NA
c1010 1010 8.1 NA
c1011 1011 8.11 NA
c1012 1012 8.12 NA
c1013 1013 8.13 NA
c1014 1014 8.14 NA
c1015 1015 8.15 NA
c1016 1016 8.16 NA
c1017 1017 8.17 NA
c1018 1018 8.18 NA
c1019 1019 8.19 NA
c1020 1020 8.2 NA
c1021 1021 8.21 NA
c1022 1022 8.22 NA
c1023 1023 8.23 NA
c1024 1024 8.24 NA
c1025 1025 8.25 NA
c1026 1026 8.26 NA
c1027 1027 8.27 NA
c1028 1028 8.28 NA
c1029 1029 8.29 NA
c1030 1030 8.3 NA
c1031 1031 8.31 NA
c1032 1032 8.32 NA
c1033 1033 8.33 NA
c1034 1034 8.34 NA
c1035 1035 8.35 NA
c1036 1036 8.36 NA
c1037 1037 8.37 NA
c1038 1038 8.38 NA
c1039 1039 8.39 NA
c1040 1040 8.4 NA
c1041 1041 8.41 NA
c1042 1042 8.42 NA
c1043 1043 8.43 NA
c1044 1044 8.44 NA
c1045 1045 8.45 NA
c1046 1046 8.46 NA
c1047 1047 8.47 NA
c1048 1048 8.48 NA
c1049 1049 8.49 NA
c1050 1050 8.5 NA
c1051 1051 8.51 NA
c1052 1052 8.52 NA
c1053 1053 8.53 NA
c1054 1054 8.54 NA
c1055 1055 8.55 NA
c1056 1056 8.56 NA
c1057 1057 8.57 NA
c1058 1058 8.58 NA
c1059 1059 8.59 NA
c1060 1060 8.6 NA
c1061 1061 8.61 NA
c1062 1062 8.62 NA
c1063 1063 8.63 NA
c1064 1064 8.64 NA
c1065 1065 8.65 NA
c1066 1066 8.66 NA
c1067 1067 8.67 NA
c1068 1068 8.68 NA
c1069 1069 8.69 NA
c1070 1070 8.7 NA
c1071 1071 8.71 NA
c1072 1072 8.72 NA
c1073 1073 8.73 NA
c1074 1074 8.74 NA
c1075 1075 8.75 NA
c1076 1076 8.76 NA
c1077 1077 8.77 NA
c1078 1078 8.78 NA
c1079 1079 8.79 NA
c1080 1080 8.8 NA
c1081 1081 8.81 NA
c1082 1082 8.82 NA
c1083 1083 8.83 NA
c1084 1084 8.84 NA
c1085 1085 8.85 NA
c1086 1086 8.86 NA
c1087 1087 8.87 NA
c1088 1088 8.88 NA
c1089 1089 8.89 NA
c1090 1090 8.9 NA
c1091 1091 8.91 NA
c1092 1092 8.92 NA
c1093 1093 8.93 NA
c1094 1094 8.94 NA
c1095 1095 8.95 NA
c1096 1096 8.96 NA
c1097 1097 8.97 NA
c1098 1098 8.98 NA
c1099 1099 8.99 NA
c1100 1100 9.0 NA
c1101 1101 9.01 NA
c1102 1102 9.02 NA
c1103 1103 9.03 NA
c1104 1104 9.04 NA
c1105 1105 9.05 NA
c1106 1106 9.06 NA
c1107 1107 9.07 NA
c1108 1108 9.08 NA
c1109 1109 9.09 NA
c1110 1110 9.1 NA
c1111 1111 9.11 NA
c1112 1112 9.12 NA
c1113 1113 9.13 NA
c1114 1114 9.14 NA
c1115 1115 9.15 NA
c1116 1116 9.16 NA
c1117 1117 9.17 NA
c1118 1118 9.18 NA
c1119 1119 9.19 NA
c1120 1120 9.2 NA
c1121 1121 9.21 NA
c1122 1122 9.22 NA
c1123 1123 9.23 NA
c1124 1124 9.24 NA
c1125 1125 9.25 NA
